"time"	"s.est"	"s.lower"	"s.upper"	"v.est"	"v.lower"	"v.upper"
0	13.9577829733469	1.85152112659537	33.9041556854529	27985.9498538032	27959.0610432346	28009.987170226
0.5	14.0229486616265	1.77746631875795	33.7915422767759	20985.9559604018	20959.0722403938	21010.649665741
1	13.9453014324758	1.76700455532085	34.1675843676637	8986.01207846896	8959.12783183273	9009.88657460207
1.5	13.7962659970472	1.70256946925129	33.9853887169795	2286.0900853555	2258.99718626669	2310.45697020282
2	16.4506468681218	2.19283231123985	38.5304908639797	1283.62964688965	1255.19403902815	1309.485900637
2.5	16.0127588184575	2.18429996117635	37.4435831461549	2184.01300823539	2155.70565226409	2209.44722168512
3	22.6214104988486	3.9497185775589	47.2433545571506	1277.14725309201	1246.30831667726	1305.03766509513
3.5	23.6755892257646	4.45714314530413	48.6107661706667	1676.18094715226	1644.84181548924	1704.33845480793
4	29.0042177343278	6.78640653431271	55.5204422437543	1271.04157947404	1238.20378182125	1300.44907537123
4.5	31.7504104882411	8.40825886823764	57.8876384034949	968.177063966261	936.662410814125	998.435218916571
5	44.5425057758051	17.2240128853396	72.3097657181259	755.379351826079	722.347516454419	788.460206917816
5.5	47.7561938077649	19.3586157547327	75.8867839870193	572.11295445222	538.107731385256	606.118224266905
6	50.5381117841083	23.306489624392	78.7015708100161	649.358573965447	614.922231362511	681.948746376836
6.5	52.7741592590341	24.5466704999899	81.1681902982718	457.147992181199	422.385155101212	490.154365701826
7	47.3640886539342	20.2083544260369	74.6105690938587	342.418874404795	309.178730897481	375.119654346897
7.5	58.5813447046392	29.7616977413694	87.031958133472	211.081651335223	176.782477408429	245.351806311931
8	53.771523857475	25.4251504021703	82.109485487414	285.99720617515	251.712993467864	319.512385411866
8.5	71.7219400612106	42.0608076593985	100.296350305193	228.00262995649	193.611938938868	263.145418179579
9	73.9419819136785	42.7763384963341	106.141103873084	48.1310582323152	5.40882804935492	85.7287439995147
10	74.4210731638381	55.656652775251	92.2045350664493	23.9976106439077	7.35034965521408	45.4236696847272
11	78.8645659218039	60.0569058239244	97.2332617402012	22.6197309864482	6.94982419397164	43.7061305933245
12	85.1193564492505	64.7751933750185	104.770677234331	30.0830117001268	10.5676745754662	53.7851786404756
12.5	117.976451197609	96.0001662293519	138.091995323934	26.7155852327089	8.20798514849568	51.0245832857679
13	90.0721739661408	71.2776705390376	108.568834758396	18.5346035858052	5.24511852369829	37.7008410962445
13.5	108.794962795684	84.4357697674272	134.724404786432	68.0143799174325	38.4402532448982	97.6756089244714
14	113.288506346406	91.8032552912083	133.371344809562	27.1337438870621	8.50127117127867	50.4582154035092
14.5	95.6710968257526	73.6898891689809	118.658190378556	43.400022974167	18.4506018178294	69.858138703476
15	90.4616850419869	70.0671674839784	109.316886656561	23.5813584957608	7.1467237645844	45.5253735487765
15.5	118.274512491487	97.0921084724325	137.474881731351	25.6231300755735	8.04448334004292	48.3531298005324
16	123.701492348019	99.339180509509	147.536278562835	47.7276031699075	21.1830856799731	76.3046585086816
16.5	120.47044975736	100.119081932138	139.874552288776	21.079540739724	6.11197089900543	41.994266948398
17	119.094800561889	97.5848027597211	138.570022729319	23.914581377235	6.99882698246721	46.9380458475468
17.5	109.709250958649	85.304999334597	134.683046656997	63.4533799997525	34.7759895203723	93.2499731192649
18	122.610187558248	97.4807157976282	148.977316406695	72.939546574173	42.5952673620218	103.508674905605
19	116.121398540325	91.2469265214012	142.113633451653	64.6741701356244	34.6769461689042	95.0780337024923
20	115.883033457549	90.6263139097083	141.521000439525	65.1375278015326	35.1573342353411	95.3689162182238
21	146.118737649342	120.217040682256	171.801871844409	56.6141283943771	27.5569283557834	87.3794529443866
22	109.373347628458	84.2579227011606	135.786372631142	72.1705887676634	41.8746837167714	102.774071819815
23	108.347766634477	86.1714408818502	129.126693083479	33.7335493346151	12.4423667850014	59.2948763123094
25	108.737761080708	84.2183136184158	134.290291388577	60.5593168450778	31.5794984779943	90.0648372650411
26	111.611672982108	87.1236779435274	136.59948403786	67.2079888817918	37.3859158751097	97.2893398762525
27	129.158920206135	103.782372316217	154.291741699648	62.0914508194584	33.1899552469182	92.4215115533995
28	100.064107674024	76.1151448367273	124.927703360293	55.7072304084706	27.2568914142372	84.8561525372898
29	127.674906702498	105.276631573074	148.646874217888	32.729534835182	11.4471726354127	57.5592091136682
31	123.864312240152	100.671048298879	145.833258191137	36.490365635414	13.6645826500565	63.1785495245578
32.5833333333333	124.956124279299	101.850932643727	147.205781296855	38.9347446498029	15.3289137669208	65.7837980532373
35	125.482331687314	102.113092743923	146.398282918536	32.1035008179298	11.0669389269837	58.5227728150218
37	129.263612053984	109.030033464832	150.286410341355	15.7032528760601	4.09269821038421	33.0781105746667
39	137.907477238803	112.799989370591	162.049958480775	51.2100446019139	23.5666822017468	80.7072044182136
41	107.996894820789	86.5538818945803	128.150978137322	27.9406872912469	9.00954430302539	51.8288610876697
43	130.596670464382	110.505565492387	150.853115897457	16.9677567761585	4.54967551219201	35.1136250116537
45	115.271743272123	94.1950456597168	134.827104580959	24.4634203306143	7.58205205300123	47.1394859042059
47	142.648508369023	120.543515109207	162.961833334738	25.5500943762001	7.77216591180718	48.0410841401996
49	135.957398528267	112.378070309177	158.720710679149	38.1219419805594	14.0872051229636	65.1743662077522
51	104.825470256002	82.8818899059296	125.47076435102	30.3513307384442	9.87129645445569	55.4547807209986
53	116.01041736923	93.4447323272437	137.937613386537	37.1216810751376	13.8898846436854	63.2601667271622
55	124.768979243264	104.92909682103	146.155735016675	14.4837645207747	3.74802037257244	30.9907260310731
57	125.22527584086	100.483351578566	148.249068358543	40.3533055795109	15.7816489499969	68.4688812494212
59	136.604386943166	115.059796907834	156.550633952471	24.3428801195194	7.33295430966952	47.2881344251099
61	143.522250167879	118.199436434701	168.358059426415	48.891403449254	21.9184287772648	78.1950472810432
63	129.79614199167	107.255803044723	150.827389743641	31.1124111188571	10.6035721783679	55.6554522761601
65	114.33645429653	89.9933593005262	138.046829440118	48.9900650352212	22.2766101114808	78.0940540657134
67	119.003918764736	94.7854751422241	143.974779022423	58.4779742099992	30.004039321674	87.714430254788
69	124.067497935217	100.953434343478	146.023540337502	34.782743184483	12.5017834828853	61.5110341327304
71	125.778133001246	101.617665181353	148.422996143864	39.098557098893	15.2903592001859	66.8511863322895
73	99.7799906805542	77.7280104406349	121.380949538065	37.469045804712	14.399374130701	63.4268053131588
75	128.38849532708	106.482293315781	148.763108176858	27.8238526889529	8.83930264248325	51.9160385449368
77	111.095308982321	89.979204111632	130.513114351564	25.1822560329935	7.78642247458383	48.0412408290807
79	112.041928309205	89.8526555676258	133.801727335766	34.8015712741431	12.5503907472643	60.5546522632857
81	119.91439627978	98.7243693468406	139.275956629892	23.9464576736953	7.13137763988111	46.7576195478491
83	112.768364724092	88.9747463695078	136.491645327495	45.0768804409156	18.9848714471213	73.5076300267824
85	110.711053576549	87.4784098446991	132.845039183163	38.3868822707347	14.948730346151	66.1227091888087
87	155.500841608355	129.865511166037	180.335009846109	53.2868918487478	25.3456939114499	83.934615074108
89	112.84585685579	91.2869199052229	133.68954990563	31.075034427049	10.5091947625638	55.4190867708794
91	147.111558946315	125.757533237483	166.908345787962	22.6441646030196	6.54724149859052	44.5262277414373
93	132.756340668507	110.39040996879	152.77417407275	26.7125293228614	8.15782613625718	50.9384729457165
95	122.385356534166	102.048646674238	144.050280705111	13.9208858502725	3.53844766309491	29.9967300653661
97	120.866419801616	96.77478584177	144.162932334144	45.0631462413264	19.3158715056173	73.3419309691472
99	120.607491261868	96.8695344443718	143.903531480524	42.7345623291654	17.3976031070615	70.0793604010324
101	156.870833294977	132.840220887992	178.589389336365	32.6146225468261	11.1654176787662	59.5168319894596
103	111.119724053792	89.4272178085495	131.016006212986	27.911304218824	8.7651824455068	51.8252487709719
105	116.65563784261	92.2104467974578	140.445355664752	52.445685271666	25.16340719857	81.6251151257003
107	115.782786622408	92.3831757943908	138.158644317283	40.8337102758786	16.3018264909108	68.587196802599
109	113.243617896963	91.5928329657443	133.890951308355	29.3197714555399	9.61334232297573	53.793286482851
111	118.338393339182	97.6331794038569	137.647516768368	21.269009961415	6.17204143065636	42.8744287555315
113	116.672969465417	96.9600187215105	135.836419299617	19.846383239338	5.54868064207222	39.8449059576858
115	126.956530297941	106.386049382729	146.23223901344	18.5860809637392	5.11482793090776	38.0790541964654
117	107.640064721122	85.1136079749459	128.998146864613	36.6974230412508	14.1265979949595	63.0942823187087
119	107.171929382463	86.7888216779157	126.454582895331	21.976944331055	6.15013367478751	43.1422125445662
121	114.576013919334	93.246910421036	134.259598627121	25.6017863391192	7.96835463026501	48.6906216436828
123	109.006771735931	86.1925763435131	130.860261865504	37.9995241467575	14.4811540596666	64.6796385872884
125	137.435015402693	112.156609992172	160.924653537825	42.8446827887167	16.9530561383204	71.9348566875458
127	119.50104793169	95.7636575618485	143.389474547715	45.3251804965087	19.0349637000603	73.1910107827167
129	112.826480969624	89.5969810172225	134.511420535881	36.6196900952117	13.5192919894614	63.5561454478408
131	117.580056924369	93.9804702803706	141.181269836968	44.4812851957054	18.8231881826059	72.2999809139977
133	116.861738518766	91.4308888638452	143.207493557454	77.5010714617809	46.7250542126452	108.826184501327
135	138.212571537107	115.22975474982	159.867569577237	34.7677724313087	12.6674598003312	60.8062900345813
137	114.516432704968	90.5343332949934	139.072489863427	54.4624732982945	26.5445771816237	83.4767846134054
139	101.533487259862	77.9134201285436	125.21875044887	47.0940442638477	20.6066807044226	75.4799302162233
141	89.3791744059623	66.7207099328721	112.984592278976	49.9190967245517	23.1548641729527	77.8235776404235
143	103.320062566893	80.8506401162447	125.09276153904	35.3673967867563	12.6254033807011	61.7755984543999
145	112.711300525171	91.547568563418	132.475243984382	26.1471111941652	8.01925268458108	49.290479641212
147	113.482211432018	89.6676481418613	136.428731573178	45.4500432312011	19.7089247825988	73.4431185098749
149	110.523079522004	87.8327931750943	131.987164125934	35.2891081109569	13.0704755659687	61.5913739198555
151	140.076094205665	116.325057268379	162.602986635242	38.8687192330346	14.8509919652847	66.3459701238561
153	103.978835578269	82.7256560462674	123.636261930045	25.2572791197419	7.74458273387454	47.6250158181147
155	141.683188943169	116.48384940897	168.576059759828	70.9263075270686	40.060448615777	101.237623751284
157	129.917728551559	105.48414517646	154.280765048668	53.8890422864796	26.0065018853961	82.6384123121549
159	137.591165886073	114.459454568499	158.11898746514	30.4585239123496	10.4484794295647	55.6909435736858
161	105.144100292435	82.7466100945419	126.558485541635	36.2548937109082	13.8018730072497	62.8328253530459
163	120.042238274859	95.2682702428397	144.715445264729	58.415793455542	30.181273260482	87.8431836049953
165	113.178556424327	88.6899832507697	136.771727070326	44.7835138723007	18.8165475925981	73.6440562205792
167	119.882224546457	97.5500219126544	141.776609177266	32.6600157716034	10.9654896321391	58.1575903223853
169	91.8371999081571	71.4036123825072	111.290966792506	28.1000571268826	9.33739365031837	51.2697959609521
171	117.514757009856	94.9530724837888	139.806934373187	36.1057911147042	13.3536620319693	62.0136441217018
173	139.905839491511	116.90092422098	160.598812474031	29.6193801275062	9.98570588403958	54.7462897571247
175	103.092204347341	80.6099386172311	124.435920969525	35.5804404591717	13.1066285433895	61.9635565132959
177	131.803024076007	107.00936572581	156.397407555478	47.7846918436629	20.6300505199567	76.4280865738593
179	133.549480594858	112.686665526538	153.254031134596	18.4586595351126	5.06262762699497	37.774439626894
181	130.136333316306	106.796231522783	152.437269661981	37.9933745433614	14.45630634911	65.3012593798169
183	123.953269341493	101.769207449145	144.45534320912	29.510297311456	9.75808269434747	53.6619798604341
186.833333333333	128.940639447772	104.914544955488	152.33690201156	43.2857558562991	17.8475610183427	71.7258652350568
188.833333333333	98.8879710540837	77.8525868954391	119.107736446278	29.5277571730209	9.7699630652602	53.8548097743177
190.833333333333	122.836728548001	97.9826816930616	148.222969098343	64.2254599782932	34.5923173533568	94.0700144311261
192.833333333333	125.864082582284	103.698990670171	146.622578680846	28.2882773936952	8.78508551905423	52.835527305643
194.833333333333	135.837771268725	114.410811408258	155.563851558735	24.0684834635265	7.11535171522526	47.0363106124741
196.833333333333	122.525103631696	97.8938200239661	147.850643070496	62.6838307985356	32.9098435652489	92.0881719212144
198.833333333333	111.169353942191	89.5455250149607	130.633300693066	25.0799367502442	7.7057116831836	47.8495792027901
200.833333333333	127.048156295	104.11285933092	147.369425611453	29.4303385674463	9.475939919336	54.5625917014211
202.833333333333	169.711164420745	145.223072389777	192.413416017487	38.524726239922	14.7470224440971	66.0326960685897
204.833333333333	142.805337496444	121.268627399807	162.222158641399	22.8213476755401	6.78335531201095	44.9214438378939
206.833333333333	148.966237806217	124.128840482674	172.613860244511	43.3265335273366	17.6929198028903	71.8211085221887
208.833333333333	132.902255662702	110.553356745277	153.067516142618	26.6878532571907	8.32909524576285	50.6807134785932
