"time"	"s.est"	"s.lower"	"s.upper"	"v.est"	"v.lower"	"v.upper"
0	3858.64476216926	3132.21348221044	4654.49753800753	137.920494621364	0.00148948504960366	791.2957567847
1	4789.77037922189	3910.92282724791	5531.00854187125	221.798742982178	0.00993580744295655	1140.46464399261
2	4081.05530623584	3298.33770313685	4798.14905178245	186.367423525528	0.00991624890547648	966.108150115413
4	3790.41613427294	3093.51967131178	4708.91023401425	99.5817893595368	0.00108298687797569	594.57090313553
6	5906.90737959121	4945.63723525279	6697.90467537882	274.435070533253	0.00638816464754074	1301.68489537563
8	5015.44033888419	4085.35454588589	5796.11556314116	229.270009708401	0.00940235783751792	1191.23481709924
10	5448.80770291174	4128.52132605301	6414.15375911724	661.41068351261	0.0456505087529385	2225.85259770576
12	4368.80964065139	3454.93514781534	5128.31609099059	238.640824369274	0.00529863366447548	1199.66287108259
14	4880.24429558059	3814.50059275634	5683.31406793379	415.95357147554	0.0315652076795889	1701.6627997214
16	5108.12097832523	4012.33826109011	5906.79119248	391.414522594366	0.00758293378854106	1705.0944066945
18	4731.35118234377	3935.50530418974	5505.6458897652	169.252861119523	0.00533438382404926	908.077324678246
20	4687.75234803769	3763.31884914261	5457.17663205245	281.511224754981	0.0239929105482754	1274.26658622311
22	4321.21968928566	3068.21021266086	5589.06418651608	1152.74281401628	0.69461194333893	2713.54496973191
24	5474.07554026323	4131.05014373183	6476.21118392224	725.938365200474	0.200046097528271	2373.51370668816
26	5567.8015032161	4580.30289126817	6346.54963707251	247.537490103792	0.00155856689856238	1283.17262436393
28	5054.1266647658	3697.46969988697	6585.98343493023	1739.31004320587	14.0251339869672	3417.62900968768
30	5067.76587799565	3898.58533078241	5939.83713977673	489.6714870125	0.035275187557034	1881.1356703609
32	5310.96593497923	4034.41428820415	6301.08495811852	689.553511011378	0.0393037572849363	2272.42487884674
34	5002.2356937776	4006.39330211636	5783.67639439049	326.021776593699	0.00607718534529421	1455.18732406906
36	6463.60074108321	4944.25185483514	7928.54607516482	2762.30304807731	867.187546259556	4512.28890020758
38	5075.78878329647	3825.71128702688	5948.92471392747	537.281896853463	0.0438617264587072	2050.24700468571
40	4724.47717124501	3501.51343102874	5693.03391920903	672.433691793508	0.0258491765523052	2201.03077929192
42	4247.82750709087	3448.12362387129	5030.93250800223	175.22691573973	0.00325046288702468	932.086646179011
44	4091.90358265529	3276.71848895593	4842.84965277755	191.955965479397	0.00344921806943547	1020.74689627503
46	4193.98797546468	3466.78399767738	5007.59127116142	120.71594891997	0.00196434296204018	707.037011429584
48	6107.68972567319	5070.79459778773	6909.87983705499	283.115015795847	0.00379122893711186	1393.2540323463
50	4013.25283771868	3180.86820868013	4816.27342960735	161.882783254743	0.00292376737442283	964.546090210908
52	4609.64877554565	3641.05529830537	5364.50497140056	308.224033672799	0.0204645382298857	1405.7615238261
54	5752.60531548483	4734.17523563983	6531.45800968416	293.888494618361	0.00585168210609888	1426.71172528349
56	4207.60476774775	3420.7102204865	5008.10295458434	163.242182439397	0.00155057252908963	945.820107240217
58	5188.43068220012	3919.18233909334	6136.63400758499	639.079735006449	0.0681854187411748	2190.7695241872
60	4291.24636179606	3509.8586675861	5097.03573906971	153.485839330455	0.00176624523785994	844.174607918488
62	4328.83249865899	3478.31170532418	5090.89426353447	213.927457482733	0.00464046493418925	1119.00685945533
64	4253.54510126335	3528.03410878293	5047.67518070149	134.140426838221	0.0038637711788608	756.750528795922
66	4302.1544781171	2936.39348645341	5483.31653719004	986.742663848464	0.796720507116309	2650.12825001399
68	4945.15471184981	3625.88755060934	6400.84675660378	2481.29345542431	567.663951546918	4083.50370551166
70	4990.16715491179	4041.65755420863	5751.8597038844	299.912637923582	0.0208319186154014	1380.21173773921
71.8333333333333	4502.03663296765	3199.5810340309	5876.51712828129	1375.51849852075	0.829315376969832	3012.18548598368
74	4873.58214627264	4097.17353848055	5817.83204084634	124.708221024178	0.00111537220425636	706.536530036248
76	6111.82819397958	4828.05262018485	7020.963372189	550.639430571561	0.0396612856627923	2041.12790227698
78	4447.19896593609	3494.86313809278	5208.29743019663	304.535805271223	0.0150140502803456	1369.39617742321
80	4935.53795708091	3613.68204734172	5961.52139950486	739.177727515567	0.030333090309082	2378.10772407289
82	3983.19514147984	3245.36513078532	4869.33952445997	121.052707262885	0.00278002693011239	697.280199707286
84	4327.22083632094	3583.55740284074	5117.81500669417	148.362053981529	0.00291419933193474	813.093608010043
86	5137.92811769201	3830.17408645557	6328.75557421845	1033.92405815596	0.52043907412696	2657.46524395479
88	4752.59562173019	3868.58896733519	5528.68679082299	208.396053284412	0.00318929202280288	1124.93763552471
90	3986.94927431311	3258.22213430851	5037.0115239441	88.7688644423616	0.00223413066567349	546.293953529217
92	4877.5077302347	3738.19497565598	5761.56745786995	544.321913859269	0.0206116450099392	1929.33883679483
94	4768.79021023865	3870.93150169847	5527.81944602494	246.226635485047	0.00668564269825298	1228.50175602927
96	5102.34272806107	4190.09969844471	5877.7708462435	233.791649878769	0.00452784052433665	1200.25688269483
98	4509.56489486203	3578.10409672689	5273.79514021326	233.820394232275	0.0082010563778451	1195.92401105534
100	5532.40997328992	4495.71459549147	6318.93763987918	312.844291197224	0.00936298046794964	1466.15870825632
102	4318.4227801813	3408.05929732169	5053.45511958717	258.737513869977	0.0130592957074298	1247.69847027779
104	6174.40391761889	4993.69307885582	7019.48460684918	361.743476451761	0.00581293315502051	1659.78214169108
106	6345.1691092618	4913.84026032523	7515.33490416241	935.042258930408	0.260898330852144	2626.521658528
108	7799.78996450888	6602.41000346569	8671.02211409855	421.128579624596	0.0244520166349995	1735.75948454642
110	6301.91728842286	5411.17791981622	7299.30352694733	141.125073521842	0.00471943868913066	861.351030113811
