time	rep	total	spore	total_dil	spor_dil
8664	B	59	31	5	5
8664	C	56	30	5	5
8664	D	47	35	5	5
8712	A	64	23	5	5
8712	B	32	30	5	5
8712	C	42	29	5	5
8712	D	41	29	5	5
8760	A	19	29	5	5
8760	B	33	30	5	5
8760	C	37	44	5	5
8760	D	51	24	5	5
8808	A	60	43	5	5
8808	B	65	23	5	5
8808	C	63	43	5	5
8808	D	52	30	5	5
8856	A	44	41	5	5
8856	B	41	34	5	5
8856	C	51	34	5	5
8856	D	47	48	5	5
8904	A	45	28	5	5
8904	B	48	31	5	5
8904	C	47	40	5	5
8904	D	46	36	5	5
8952	A	41	31	5	5
8952	B	55	34	5	5
8952	C	47	24	5	5
8952	D	36	38	5	5
9000	A	48	28	5	5
9000	B	40	44	5	5
9000	C	43	24	5	5
9000	D	56	44	5	5
9048	A	42	41	5	5
9048	B	67	43	5	5
9048	C	49	33	5	5
9048	D	52	45	5	5
9096	A	54	34	5	5
9096	B	45	50	5	5
9096	C	66	40	5	5
9096	D	63	60	5	5
9144	A	46	37	5	5
9144	B	55	49	5	5
9144	C	43	33	5	5
9144	D	51	44	5	5
9192	A	46	31	5	5
9192	B	66	47	5	5
9192	C	59	44	5	5
9192	D	41	43	5	5
9240	A	38	49	5	5
9240	B	45	43	5	5
9240	C	45	34	5	5
9240	D	46	35	5	5
9288	A	35	34	5	5
9288	B	35	54	5	5
9288	C	69	58	5	5
9288	D	75	45	5	5
9336	A	25	35	5	5
9336	B	26	44	5	5
9336	C	31	51	5	5
9336	D	28	45	5	5
9384	A	33	34	5	5
9384	B	62	43	5	5
9384	C	47	32	5	5
9384	D	40	40	5	5
9432	A	47	42	5	5
9432	B	43	34	5	5
9432	C	53	39	5	5
9432	D	37	48	5	5
9480	A	57	44	5	5
9480	B	47	28	5	5
9480	C	60	29	5	5
9480	D	39	35	5	5
9528	A	55	41	5	5
9528	B	66	37	5	5
9528	C	69	47	5	5
9528	D	52	52	5	5
9576	A	44	37	5	5
9576	B	48	45	5	5
9576	C	56	31	5	5
9576	D	41	37	5	5
9624	A	49	31	5	5
9624	B	51	35	5	5
9624	C	45	22	5	5
9624	D	68	29	5	5
9672	A	50	51	5	5
9672	B	55	46	5	5
9672	C	48	26	5	5
9672	D	49	42	5	5
9720	A	54	37	5	5
9720	B	64	25	5	5
9720	C	63	23	5	5
9720	D	32	31	5	5
9768	A	71	31	5	5
9768	B	57	34	5	5
9768	C	59	34	5	5
9768	D	46	33	5	5
9816	A	57	37	5	5
9816	B	25	34	5	5
9816	C	28	23	5	5
9816	D	53	26	5	5
9864	A	41	34	5	5
9864	B	33	30	5	5
9864	C	41	36	5	5
9864	D	40	36	5	5
9912	A	60	37	5	5
9912	B	57	25	5	5
9912	C	43	27	5	5
9912	D	54	27	5	5
9960	A	56	37	5	5
9960	B	31	31	5	5
9960	C	47	42	5	5
9960	D	63	32	5	5
10008	A	45	31	5	5
10008	B	50	32	5	5
10008	C	49	46	5	5
10008	D	64	47	5	5
10056	A	41	25	5	5
10056	B	56	28	5	5
10056	C	63	31	5	5
10056	D	37	35	5	5
10104	A	32	20	5	5
10104	B	40	26	5	5
10104	C	32	27	5	5
10104	D	48	28	5	5
10152	A	37	21	5	5
10152	B	51	15	5	5
10152	C	52	36	5	5
10152	D	49	33	5	5
10200	A	43	36	5	5
10200	B	55	28	5	5
10200	C	47	45	5	5
10200	D	41	35	5	5
10248	A	401	196	4	4
10248	B	417	266	4	4
10248	C	447	247	4	4
10248	D	443	201	4	4
10296	A	35	22	5	5
10296	B	37	18	5	5
10296	C	47	27	5	5
10296	D	54	28	5	5
10344	A	47	19	5	5
10344	B	60	37	5	5
10344	C	38	37	5	5
10344	D	59	32	5	5
10392	A	53	23	5	5
10392	B	48	37	5	5
10392	C	61	31	5	5
10392	D	69	24	5	5
10440	A	64	36	5	5
10440	B	56	34	5	5
10440	C	56	34	5	5
10440	D	46	31	5	5
10488	A	34	43	5	5
10488	B	48	36	5	5
10488	C	45	37	5	5
10488	D	48	32	5	5
10536	A	54	32	5	5
10536	B	41	33	5	5
10536	C	46	27	5	5
10536	D	53	28	5	5
10584	A	62	23	5	5
10584	B	38	38	5	5
10584	C	35	44	5	5
10584	D	37	34	5	5
10632	A	52	28	5	5
10632	B	55	40	5	5
10632	C	55	39	5	5
10632	D	68	40	5	5
10680	A	51	32	5	5
10680	B	74	33	5	5
10680	C	68	31	5	5
10680	D	74	41	5	5
10728	A	53	31	5	5
10728	B	59	43	5	5
10728	C	61	42	5	5
10728	D	51	30	5	5
10776	A	35	31	5	5
10776	B	76	45	5	5
10776	C	59	38	5	5
10776	D	56	41	5	5
10824	A	28	25	5	5
10824	B	30	29	5	5
10824	C	31	34	5	5
10824	D	41	36	5	5
10872	A	51	41	5	5
10872	B	46	27	5	5
10872	C	40	37	5	5
10872	D	50	29	5	5
10920	A	48	37	5	5
10920	B	53	41	5	5
10920	C	53	42	5	5
10920	D	39	42	5	5
10968	A	40	13	5	5
10968	B	62	22	5	5
10968	C	49	26	5	5
10968	D	48	19	5	5
11016	A	61	33	5	5
11016	B	47	21	5	5
11016	C	64	36	5	5
11016	D	52	33	5	5
11064	A	49	27	5	5
11064	B	56	34	5	5
11064	C	44	25	5	5
11064	D	61	27	5	5
11112	A	37	26	5	5
11112	B	48	24	5	5
11112	C	40	34	5	5
11112	D	37	38	5	5
11160	A	48	22	5	5
11160	B	44	35	5	5
11160	C	34	33	5	5
11160	D	42	42	5	5
11208	A	58	19	5	5
11208	B	59	28	5	5
11208	C	58	26	5	5
11208	D	45	24	5	5
11256	A	51	19	5	5
11256	B	47	44	5	5
11256	C	52	31	5	5
11256	D	62	29	5	5
11304	A	31	32	5	5
11304	B	60	39	5	5
11304	C	41	26	5	5
11304	D	58	33	5	5
11352	A	42	37	5	5
11352	B	48	39	5	5
11352	C	44	35	5	5
11352	D	83	27	5	5
