time	rep	total	spore	total_dil	spor_dil
11708	B	158	108	3	3
11708	C	147	117	3	3
11708	D	153	98	3	3
11756	A	151	121	3	3
11756	B	168	90	3	3
11756	C	118	102	3	3
11756	D	172	87	3	3
11804	A	181	99	3	3
11804	B	169	122	3	3
11804	C	155	83	3	3
11804	D	190	123	3	3
11852	A	167	123	3	3
11852	B	155	97	3	3
11852	C	142	101	3	3
11852	D	154	117	3	3
11900	A	159	117	3	3
11900	B	136	103	3	3
11900	C	126	104	3	3
11900	D	153	102	3	3
11948	A	149	117	3	3
11948	B	132	113	3	3
11948	C	139	114	3	3
11948	D	135	89	3	3
11996	A	140	110	3	3
11996	B	158	100	3	3
11996	C	137	99	3	3
11996	D	149	111	3	3
12044	A	147	99	3	3
12044	B	138	89	3	3
12044	C	140	117	3	3
12044	D	152	109	3	3
12092	A	143	91	3	3
12092	B	146	96	3	3
12092	C	133	96	3	3
12092	D	127	109	3	3
12140	A	142	83	3	3
12140	B	176	75	3	3
12140	C	155	91	3	3
12140	D	145	118	3	3
12188	A	152	86	3	3
12188	B	162	119	3	3
12188	C	140	107	3	3
12188	D	141	126	3	3
12236	A	147	101	3	3
12236	B	132	86	3	3
12236	C	144	102	3	3
12236	D	123	99	3	3
12284	A	150	76	3	3
12284	B	131	86	3	3
12284	C	165	104	3	3
12284	D	142	98	3	3
12332	A	127	91	3	3
12332	B	128	81	3	3
12332	C	123	108	3	3
12332	D	149	86	3	3
12380	A	127	91	3	3
12380	B	128	81	3	3
12380	C	123	108	3	3
12380	D	149	86	3	3
12428	A	139	103	3	3
12428	B	120	77	3	3
12428	C	147	78	3	3
12428	D	128	98	3	3
12476	A	129	97	3	3
12476	B	136	86	3	3
12476	C	119	86	3	3
12476	D	104	89	3	3
12524	A	134	83	3	3
12524	B	118	101	3	3
12524	C	135	106	3	3
12524	D	140	105	3	3
12572	A	119	129	3	3
12572	B	141	153	3	3
12572	C	150	129	3	3
12572	D	133	141	3	3
12620	A	155	103	3	3
12620	B	143	92	3	3
12620	C	136	91	3	3
12620	D	175	96	3	3
12668	A	115	125	3	3
12668	B	133	122	3	3
12668	C	136	108	3	3
12668	D	135	93	3	3
12716	A	139	124	3	3
12716	B	173	88	3	3
12716	C	141	132	3	3
12716	D	156	96	3	3
12764	A	128	127	3	3
12764	B	123	115	3	3
12764	C	179	130	3	3
12764	D	158	132	3	3
12812	A	127	121	3	3
12812	B	91	114	3	3
12812	C	168	152	3	3
12812	D	139	131	3	3
12860	A	141	122	3	3
12860	B	113	115	3	3
12860	C	150	122	3	3
12860	D	124	107	3	3
12908	A	121	112	3	3
12908	B	155	77	3	3
12908	C	153	98	3	3
12908	D	136	124	3	3
12956	A	123	103	3	3
12956	B	139	110	3	3
12956	C	153	124	3	3
12956	D	159	142	3	3
13004	A	116	114	3	3
13004	B	118	117	3	3
13004	C	121	118	3	3
13004	D	144	126	3	3
13052	A	124	86	3	3
13052	B	129	89	3	3
13052	C	162	145	3	3
13052	D	157	119	3	3
13100	A	128	85	3	3
13100	B	140	97	3	3
13100	C	121	106	3	3
13100	D	136	125	3	3
13148	A	132	104	3	3
13148	B	170	102	3	3
13148	C	143	119	3	3
13148	D	169	101	3	3
13196	A	13	11	4	4
13196	B	19	10	4	4
13196	C	19	9	4	4
13196	D	15	9	4	4
13244	A	153	97	3	3
13244	B	169	108	3	3
13244	C	141	98	3	3
13244	D	119	96	3	3
13292	A	128	92	3	3
13292	B	125	92	3	3
13292	C	107	68	3	3
13292	D	133	101	3	3
14108	A	129	44	3	3
14108	B	150	55	3	3
14108	C	141	57	3	3
14108	D	126	61	3	3
14156	A	123	61	3	3
14156	B	119	69	3	3
14156	C	127	80	3	3
14156	D	121	67	3	3
14204	A	125	74	3	3
14204	B	82	72	3	3
14204	C	138	82	3	3
14204	D	129	84	3	3
14252	A	140	102	3	3
14252	B	126	105	3	3
14252	C	142	107	3	3
14252	D	130	109	3	3
14300	A	146	112	3	3
14300	B	140	124	3	3
14300	C	132	131	3	3
14300	D	166	151	3	3
14348	A	144	111	3	3
14348	B	120	90	3	3
14348	C	96	120	3	3
14348	D	106	94	3	3
14396	A	141	125	3	3
14396	B	120	104	3	3
14396	C	155	107	3	3
14396	D	118	116	3	3
14444	A	145	115	3	3
14444	B	143	103	3	3
14444	C	157	110	3	3
14444	D	145	125	3	3
14492	A	124	101	3	3
14492	B	142	110	3	3
14492	C	131	100	3	3
14492	D	122	82	3	3
14540	A	124	88	3	3
14540	B	164	104	3	3
14540	C	137	120	3	3
14540	D	147	102	3	3
14588	A	135	114	3	3
14588	B	137	117	3	3
14588	C	135	120	3	3
14588	D	144	130	3	3
14636	A	130	86	3	3
14636	B	129	104	3	3
14636	C	128	80	3	3
14636	D	119	77	3	3
14684	A	146	93	3	3
14684	B	146	113	3	3
14684	C	140	107	3	3
14684	D	183	139	3	3
14732	A	139	118	3	3
14732	B	147	111	3	3
14732	C	152	104	3	3
14732	D	138	99	3	3
14780	A	128	91	3	3
14780	B	104	98	3	3
14780	C	136	74	3	3
14780	D	130	111	3	3
14828	A	129	92	3	3
14828	B	135	114	3	3
14828	C	158	154	3	3
14828	D	101	90	3	3
14876	A	134	100	3	3
14876	B	130	125	3	3
14876	C	126	90	3	3
14876	D	128	98	3	3
14924	A	128	133	3	3
14924	B	111	97	3	3
14924	C	117	105	3	3
14924	D	132	106	3	3
14972	A	102	81	3	3
14972	B	124	77	3	3
14972	C	135	91	3	3
14972	D	137	89	3	3
15020	A	128	123	3	3
15020	B	125	89	3	3
15020	C	127	101	3	3
15020	D	113	111	3	3
15068	A	130	103	3	3
15068	B	133	91	3	3
15068	C	123	89	3	3
15068	D	97	86	3	3
15116	A	132	124	3	3
15116	B	111	108	3	3
15116	C	123	82	3	3
15116	D	137	88	3	3
15164	A	152	88	3	3
15164	B	159	117	3	3
15164	C	169	104	3	3
15164	D	151	109	3	3
15212	A	131	99	3	3
15212	B	142	112	3	3
15212	C	146	90	3	3
15212	D	116	95	3	3
15260	A	136	98	3	3
15260	B	139	92	3	3
15260	C	120	76	3	3
15260	D	94	85	3	3
15308	A	135	101	3	3
15308	B	120	91	3	3
15308	C	168	110	3	3
15308	D	135	93	3	3
15356	A	140	87	3	3
15356	B	101	83	3	3
15356	C	126	99	3	3
15356	D	106	98	3	3
15404	A	147	103	3	3
15404	B	153	98	3	3
15404	C	161	107	3	3
15404	D	134	93	3	3
15452	A	151	91	3	3
15452	B	145	114	3	3
15452	C	134	100	3	3
15452	D	143	94	3	3
15500	A	121	101	3	3
15500	B	116	99	3	3
15500	C	123	124	3	3
15500	D	125	101	3	3
15548	A	127	112	3	3
15548	B	132	127	3	3
15548	C	129	117	3	3
15548	D	125	124	3	3
15596	A	123	139	3	3
15596	B	125	103	3	3
15596	C	125	120	3	3
15596	D	124	159	3	3
15644	A	138	123	3	3
15644	B	110	120	3	3
15644	C	103	99	3	3
15644	D	127	135	3	3
15692	A	122	78	3	3
15692	B	125	88	3	3
15692	C	161	112	3	3
15692	D	117	104	3	3
15740	A	127	90	3	3
15740	B	131	101	3	3
15740	C	148	117	3	3
15740	D	111	99	3	3
15788	A	128	91	3	3
15788	B	144	82	3	3
15788	C	131	90	3	3
15788	D	102	90	3	3
15836	A	150	82	3	3
15836	B	110	97	3	3
15836	C	124	83	3	3
15836	D	137	108	3	3
15884	A	135	75	3	3
15884	B	137	89	3	3
15884	C	159	91	3	3
15884	D	140	87	3	3
15932	A	160	96	3	3
15932	B	161	94	3	3
15932	C	192	110	3	3
15932	D	140	113	3	3
15980	A	134	75	3	3
15980	B	152	90	3	3
15980	C	153	74	3	3
15980	D	139	98	3	3
16028	A	130	96	3	3
16028	B	102	118	3	3
16028	C	113	107	3	3
16028	D	130	99	3	3
16076	A	115	100	3	3
16076	B	106	73	3	3
16076	C	106	108	3	3
16076	D	108	99	3	3
16124	A	123	102	3	3
16124	B	131	97	3	3
16124	C	177	75	3	3
16124	D	156	129	3	3
16172	A	138	97	3	3
16172	B	130	103	3	3
16172	C	182	105	3	3
16172	D	124	118	3	3
16220	A	123	110	3	3
16220	B	179	148	3	3
16220	C	162	108	3	3
16220	D	106	105	3	3
16268	A	141	106	3	3
16268	B	134	99	3	3
16268	C	132	102	3	3
16268	D	150	101	3	3
16316	A	123	87	3	3
16316	B	109	83	3	3
16316	C	121	96	3	3
16316	D	143	90	3	3
16364	A	132	81	3	3
16364	B	110	86	3	3
16364	C	167	81	3	3
16364	D	144	82	3	3
16412	A	165	83	3	3
16412	B	141	72	3	3
16412	C	144	82	3	3
16412	D	137	93	3	3
16460	A	134	87	3	3
16460	B	140	96	3	3
16460	C	144	71	3	3
16460	D	130	98	3	3
16508	A	135	95	3	3
16508	B	153	99	3	3
16508	C	149	89	3	3
16508	D	142	95	3	3
16556	A	124	97	3	3
16556	B	128	86	3	3
16556	C	119	96	3	3
16556	D	126	90	3	3
16604	A	138	94	3	3
16604	B	144	84	3	3
16604	C	174	111	3	3
16604	D	136	95	3	3
16652	A	134	75	3	3
16652	B	116	84	3	3
16652	C	163	65	3	3
16652	D	102	82	3	3
16700	A	126	101	3	3
16700	B	137	103	3	3
16700	C	147	105	3	3
16700	D	133	105	3	3
16748	A	145	94	3	3
16748	B	133	98	3	3
16748	C	184	93	3	3
16748	D	155	108	3	3
16796	A	132	95	3	3
16796	B	136	90	3	3
16796	C	182	110	3	3
16796	D	142	98	3	3
16844	A	138	87	3	3
16844	B	165	105	3	3
16844	C	154	118	3	3
16844	D	148	89	3	3
16892	A	189	105	3	3
16892	B	135	96	3	3
16892	C	139	98	3	3
16892	D	121	88	3	3
16940	A	128	92	3	3
16940	B	99	75	3	3
16940	C	141	112	3	3
16940	D	101	66	3	3
16988	A	137	108	3	3
16988	B	137	126	3	3
16988	C	191	140	3	3
16988	D	170	146	3	3
17036	A	148	104	3	3
17036	B	151	118	3	3
17036	C	163	131	3	3
17036	D	143	91	3	3
17084	A	135	98	3	3
17084	B	146	135	3	3
17084	C	230	80	3	3
17084	D	174	78	3	3
17132	A	144	109	3	3
17132	B	158	124	3	3
17132	C	137	108	3	3
17132	D	175	118	3	3
17180	A	143	117	3	3
17180	B	132	88	3	3
17180	C	168	110	3	3
17180	D	123	122	3	3
17228	A	147	86	3	3
17228	B	145	136	3	3
17228	C	148	109	3	3
17228	D	128	114	3	3
17276	A	135	82	3	3
17276	B	148	77	3	3
17276	C	134	89	3	3
17276	D	169	75	3	3
17324	A	161	64	3	3
17324	B	115	62	3	3
17324	C	166	80	3	3
17324	D	124	69	3	3
17372	A	143	110	3	3
17372	B	142	97	3	3
17372	C	189	99	3	3
17372	D	138	105	3	3
17420	A	152	40	3	3
17420	B	143	63	3	3
17420	C	127	45	3	3
17420	D	168	66	3	3
17468	A	151	82	3	3
17468	B	169	108	3	3
17468	C	158	99	3	3
17468	D	144	87	3	3
17516	A	141	107	3	3
17516	B	169	104	3	3
17516	C	156	93	3	3
17516	D	158	99	3	3
17564	A	163	120	3	3
17564	B	159	81	3	3
17564	C	147	93	3	3
17564	D	165	95	3	3
17612	A	106	59	3	3
17612	B	115	64	3	3
17612	C	135	76	3	3
17612	D	154	82	3	3
17660	A	138	63	3	3
17660	B	158	126	3	3
17660	C	173	121	3	3
17660	D	181	122	3	3
17708	A	120	61	3	3
17708	B	141	116	3	3
17708	C	162	114	3	3
17708	D	151	122	3	3
17756	A	126	91	3	3
17756	B	156	110	3	3
17756	C	166	106	3	3
17756	D	163	116	3	3
17804	A	165	83	3	3
17804	B	124	99	3	3
17804	C	145	72	3	3
17804	D	133	98	3	3
17852	A	122	111	3	3
17852	B	161	87	3	3
17852	C	151	127	3	3
17852	D	183	145	3	3
17900	A	117	61	3	3
17900	B	136	100	3	3
17900	C	160	94	3	3
17900	D	127	138	3	3
17948	A	92	51	3	3
17948	B	141	97	3	3
17948	C	182	120	3	3
17948	D	178	99	3	3
17996	A	140	71	3	3
17996	B	207	95	3	3
17996	C	160	88	3	3
17996	D	185	78	3	3
18044	A	122	106	3	3
18044	B	158	103	3	3
18044	C	178	83	3	3
18044	D	153	117	3	3
18092	A	133	117	3	3
18092	B	183	112	3	3
18092	C	156	76	3	3
18092	D	171	72	3	3
18140	A	134	109	3	3
18140	B	190	117	3	3
18140	C	114	83	3	3
18140	D	138	79	3	3
18188	A	142	92	3	3
18188	B	164	106	3	3
18188	C	144	66	3	3
18188	D	138	114	3	3
18236	A	108	69	3	3
18236	B	161	131	3	3
18236	C	119	114	3	3
18236	D	162	107	3	3
18284	A	78	70	3	3
18284	B	132	106	3	3
18284	C	128	93	3	3
18284	D	154	116	3	3
18332	A	132	116	3	3
18332	B	104	104	3	3
18332	C	202	98	3	3
18332	D	195	105	3	3
18380	A	137	114	3	3
18380	B	187	108	3	3
18380	C	165	139	3	3
18380	D	172	110	3	3
18428	A	123	114	3	3
18428	B	137	113	3	3
18428	C	154	121	3	3
18428	D	185	106	3	3
18476	A	107	66	3	3
18476	B	179	129	3	3
18476	C	179	128	3	3
18476	D	171	101	3	3
18524	A	152	90	3	3
18524	B	153	89	3	3
18524	C	165	91	3	3
18524	D	193	102	3	3
18572	A	152	100	3	3
18572	B	141	116	3	3
18572	C	184	94	3	3
18572	D	202	115	3	3
18620	A	133	86	3	3
18620	B	179	93	3	3
18620	C	162	130	3	3
18620	D	144	77	3	3
18668	A	86	74	3	3
18668	B	126	98	3	3
18668	C	130	105	3	3
18668	D	129	120	3	3
18716	A	157	136	3	3
18716	B	205	141	3	3
18716	C	241	173	3	3
18716	D	201	145	3	3
18764	A	167	110	3	3
18764	B	113	75	3	3
18764	C	187	137	3	3
18764	D	166	132	3	3
18812	A	137	94	3	3
18812	B	169	111	3	3
18812	C	219	123	3	3
18812	D	167	106	3	3
18860	A	164	66	3	3
18860	B	167	97	3	3
18860	C	229	168	3	3
18860	D	147	128	3	3
18908	A	116	74	3	3
18908	B	129	71	3	3
18908	C	243	139	3	3
18908	D	174	115	3	3
18956	A	163	114	3	3
18956	B	147	149	3	3
18956	C	171	137	3	3
18956	D	249	181	3	3
19004	A	145	98	3	3
19004	B	131	111	3	3
19004	C	209	139	3	3
19004	D	264	158	3	3
19052	A	120	113	3	3
19052	B	99	118	3	3
19052	C	195	112	3	3
19052	D	220	177	3	3
19100	A	165	119	3	3
19100	B	151	128	3	3
19100	C	122	137	3	3
19100	D	275	177	3	3
19148	A	146	131	3	3
19148	B	178	146	3	3
19148	C	170	136	3	3
19148	D	298	215	3	3
19196	A	116	103	3	3
19196	B	148	131	3	3
19196	C	136	109	3	3
19196	D	101	97	3	3
19244	A	143	103	3	3
19244	B	166	134	3	3
19244	C	91	92	3	3
19244	D	123	101	3	3
19292	A	158	86	3	3
19292	B	132	79	3	3
19292	C	104	71	3	3
19292	D	113	81	3	3
19340	A	111	88	3	3
19340	B	89	87	3	3
19340	C	76	73	3	3
19340	D	122	80	3	3
19388	A	121	91	3	3
19388	B	83	91	3	3
19388	C	81	83	3	3
19388	D	119	79	3	3
19436	A	121	86	3	3
19436	B	95	84	3	3
19436	C	87	82	3	3
19436	D	146	114	3	3
19484	A	163	91	3	3
19484	B	149	90	3	3
19484	C	99	92	3	3
19484	D	104	88	3	3
19532	A	167	97	3	3
19532	B	127	90	3	3
19532	C	117	77	3	3
19532	D	136	111	3	3
19580	A	159	106	3	3
19580	B	103	65	3	3
19580	C	96	49	3	3
19580	D	109	110	3	3
19628	A	120	49	3	3
19628	B	94	41	3	3
19628	C	119	59	3	3
19628	D	142	112	3	3
19676	A	81	76	3	3
19676	B	107	78	3	3
19676	C	99	69	3	3
19676	D	113	90	3	3
19724	A	101	86	3	3
19724	B	100	92	3	3
19724	C	90	66	3	3
19724	D	102	101	3	3
19772	A	167	72	3	3
19772	B	88	74	3	3
19772	C	71	61	3	3
19772	D	152	81	3	3
19820	A	115	95	3	3
19820	B	113	99	3	3
19820	C	79	96	3	3
19820	D	91	93	3	3
19868	A	126	89	3	3
19868	B	104	83	3	3
19868	C	99	73	3	3
19868	D	112	88	3	3
19916	A	151	104	3	3
19916	B	110	99	3	3
19916	C	121	71	3	3
19916	D	114	99	3	3
19964	A	103	82	3	3
19964	B	127	75	3	3
19964	C	90	69	3	3
19964	D	159	88	3	3
20012	A	133	74	3	3
20012	B	111	58	3	3
20012	C	123	51	3	3
20012	D	152	70	3	3
20060	A	94	90	3	3
20060	B	83	72	3	3
20060	C	119	81	3	3
20060	D	71	88	3	3
20108	A	118	75	3	3
20108	B	140	97	3	3
20108	C	84	75	3	3
20108	D	112	90	3	3
20156	A	114	84	3	3
20156	B	103	63	3	3
20156	C	98	73	3	3
20156	D	136	71	3	3
20204	A	85	99	3	3
20204	B	121	81	3	3
20204	C	100	72	3	3
20204	D	137	61	3	3
20252	A	109	87	3	3
20252	B	87	93	3	3
20252	C	127	69	3	3
20252	D	137	72	3	3
20300	A	91	93	3	3
20300	B	76	84	3	3
20300	C	116	67	3	3
20300	D	137	120	3	3
20348	A	95	83	3	3
20348	B	129	101	3	3
20348	C	126	91	3	3
20348	D	100	113	3	3
20396	A	121	85	3	3
20396	B	137	66	3	3
20396	C	118	79	3	3
20396	D	138	92	3	3
20444	A	133	97	3	3
20444	B	101	70	3	3
20444	C	100	76	3	3
20444	D	150	92	3	3
20492	A	133	85	3	3
20492	B	117	60	3	3
20492	C	112	70	3	3
20492	D	125	74	3	3
20540	A	125	117	3	3
20540	B	92	122	3	3
20540	C	105	112	3	3
20540	D	124	110	3	3
20588	A	126	107	3	3
20588	B	121	102	3	3
20588	C	112	69	3	3
20588	D	131	81	3	3
20636	A	134	100	3	3
20636	B	152	105	3	3
20636	C	95	85	3	3
20636	D	126	113	3	3
20684	A	94	87	3	3
20684	B	122	93	3	3
20684	C	100	81	3	3
20684	D	138	84	3	3
20732	A	122	87	3	3
20732	B	100	89	3	3
20732	C	94	85	3	3
20732	D	149	87	3	3
20780	A	127	110	3	3
20780	B	114	69	3	3
20780	C	88	74	3	3
20780	D	118	79	3	3
20828	A	92	81	3	3
20828	B	110	100	3	3
20828	C	107	81	3	3
20828	D	77	140	3	3
20876	A	111	89	3	3
20876	B	110	76	3	3
20876	C	104	73	3	3
20876	D	155	113	3	3
20924	A	97	88	3	3
20924	B	92	75	3	3
20924	C	80	54	3	3
20924	D	114	84	3	3
20972	A	118	93	3	3
20972	B	127	86	3	3
20972	C	93	71	3	3
20972	D	131	92	3	3
21020	A	121	98	3	3
21020	B	106	84	3	3
21020	C	78	94	3	3
21020	D	141	102	3	3
21068	A	93	90	3	3
21068	B	125	63	3	3
21068	C	111	55	3	3
21068	D	117	96	3	3
21116	A	101	75	3	3
21116	B	129	61	3	3
21116	C	105	85	3	3
21116	D	136	98	3	3
21164	A	112	78	3	3
21164	B	92	76	3	3
21164	C	125	75	3	3
21164	D	125	85	3	3
21212	A	118	88	3	3
21212	B	123	90	3	3
21212	C	98	89	3	3
21212	D	142	116	3	3
21260	A	106	103	3	3
21260	B	122	105	3	3
21260	C	108	118	3	3
21260	D	145	128	3	3
21308	A	85	88	3	3
21308	B	88	88	3	3
21308	C	85	87	3	3
21308	D	101	114	3	3
21356	A	105	57	3	3
21356	B	118	60	3	3
21356	C	113	81	3	3
21356	D	139	87	3	3
21404	A	95	63	3	3
21404	B	104	67	3	3
21404	C	107	83	3	3
21404	D	154	89	3	3
21452	A	133	100	3	3
21452	B	112	102	3	3
21452	C	114	84	3	3
21452	D	160	123	3	3
21500	A	106	92	3	3
21500	B	94	105	3	3
21500	C	112	100	3	3
21500	D	111	104	3	3
21548	A	106	89	3	3
21548	B	106	62	3	3
21548	C	100	49	3	3
21548	D	113	72	3	3
