"time.h"	"time.d"	"rep"	"total"	"spore"	"total_dil"	"spor_dil"	"tot.ab"	"veg.ab"	"spo.ab"	"prop.veg"	"prop.spor"
"378"	3144	131	"B"	164	114	3	3	1640000	5e+05	1140000	0.304878048780488	0.695121951219512
"379"	3144	131	"C"	118	73	3	3	1180000	450000	730000	0.38135593220339	0.61864406779661
"380"	3144	131	"D"	119	84	3	3	1190000	350000	840000	0.294117647058823	0.705882352941177
"381"	3192	133	"A"	166	108	3	3	1660000	580000	1080000	0.349397590361446	0.650602409638554
"382"	3192	133	"B"	199	107	3	3	1990000	920000	1070000	0.462311557788945	0.537688442211055
"383"	3192	133	"C"	106	72	3	3	1060000	340000	720000	0.320754716981132	0.679245283018868
"384"	3192	133	"D"	91	89	3	3	910000	20000	890000	0.021978021978022	0.978021978021978
"385"	3240	135	"A"	146	110	3	3	1460000	360000	1100000	0.246575342465753	0.753424657534247
"386"	3240	135	"B"	173	143	3	3	1730000	3e+05	1430000	0.173410404624277	0.826589595375723
"387"	3240	135	"C"	86	66	3	3	860000	2e+05	660000	0.232558139534884	0.767441860465116
"388"	3240	135	"D"	84	76	3	3	840000	80000	760000	0.0952380952380952	0.904761904761905
"389"	3288	137	"A"	140	118	3	3	1400000	220000	1180000	0.157142857142857	0.842857142857143
"390"	3288	137	"B"	172	108	3	3	1720000	640000	1080000	0.372093023255814	0.627906976744186
"391"	3288	137	"C"	90	61	3	3	9e+05	290000	610000	0.322222222222222	0.677777777777778
"392"	3288	137	"D"	112	96	3	3	1120000	160000	960000	0.142857142857143	0.857142857142857
"393"	3336	139	"A"	160	95	3	3	1600000	650000	950000	0.40625	0.59375
"394"	3336	139	"B"	151	93	3	3	1510000	580000	930000	0.384105960264901	0.615894039735099
"395"	3336	139	"C"	78	55	3	3	780000	230000	550000	0.294871794871795	0.705128205128205
"396"	3336	139	"D"	89	72	3	3	890000	170000	720000	0.191011235955056	0.808988764044944
"397"	3384	141	"A"	124	98	3	3	1240000	260000	980000	0.209677419354839	0.790322580645161
"398"	3384	141	"B"	142	76	3	3	1420000	660000	760000	0.464788732394366	0.535211267605634
"399"	3384	141	"C"	69	48	3	3	690000	210000	480000	0.304347826086957	0.695652173913043
"400"	3384	141	"D"	81	55	3	3	810000	260000	550000	0.320987654320988	0.679012345679012
"401"	3432	143	"A"	127	125	3	3	1270000	20000	1250000	0.015748031496063	0.984251968503937
"402"	3432	143	"B"	139	101	3	3	1390000	380000	1010000	0.273381294964029	0.726618705035971
"403"	3432	143	"C"	98	78	3	3	980000	2e+05	780000	0.204081632653061	0.795918367346939
"406"	3480	145	"B"	136	120	3	3	1360000	160000	1200000	0.117647058823529	0.882352941176471
"407"	3480	145	"C"	107	85	3	3	1070000	220000	850000	0.205607476635514	0.794392523364486
"409"	3528	147	"A"	163	132	3	3	1630000	310000	1320000	0.190184049079755	0.809815950920245
"410"	3528	147	"B"	161	109	3	3	1610000	520000	1090000	0.322981366459627	0.677018633540373
"411"	3528	147	"C"	100	59	3	3	1e+06	410000	590000	0.41	0.59
"412"	3528	147	"D"	102	99	3	3	1020000	30000	990000	0.0294117647058824	0.970588235294118
"413"	3576	149	"A"	157	112	3	3	1570000	450000	1120000	0.286624203821656	0.713375796178344
"414"	3576	149	"B"	146	110	3	3	1460000	360000	1100000	0.246575342465753	0.753424657534247
"415"	3576	149	"C"	91	71	3	3	910000	2e+05	710000	0.21978021978022	0.78021978021978
"417"	3624	151	"A"	168	107	3	3	1680000	610000	1070000	0.363095238095238	0.636904761904762
"418"	3624	151	"B"	180	143	3	3	1800000	370000	1430000	0.205555555555556	0.794444444444444
"421"	3672	153	"A"	167	136	3	3	1670000	310000	1360000	0.18562874251497	0.81437125748503
"422"	3672	153	"B"	126	110	3	3	1260000	160000	1100000	0.126984126984127	0.873015873015873
"423"	3672	153	"C"	98	66	3	3	980000	320000	660000	0.326530612244898	0.673469387755102
"424"	3672	153	"D"	92	67	3	3	920000	250000	670000	0.271739130434783	0.728260869565217
"425"	3720	155	"A"	215	164	3	3	2150000	510000	1640000	0.237209302325581	0.762790697674419
"426"	3720	155	"B"	217	137	3	3	2170000	8e+05	1370000	0.368663594470046	0.631336405529954
"427"	3720	155	"C"	120	103	3	3	1200000	170000	1030000	0.141666666666667	0.858333333333333
"428"	3720	155	"D"	169	116	3	3	1690000	530000	1160000	0.313609467455621	0.686390532544379
"429"	3768	157	"A"	168	120	3	3	1680000	480000	1200000	0.285714285714286	0.714285714285714
"430"	3768	157	"B"	187	126	3	3	1870000	610000	1260000	0.32620320855615	0.67379679144385
"431"	3768	157	"C"	103	85	3	3	1030000	180000	850000	0.174757281553398	0.825242718446602
"432"	3768	157	"D"	111	83	3	3	1110000	280000	830000	0.252252252252252	0.747747747747748
"433"	3816	159	"A"	153	123	3	3	1530000	3e+05	1230000	0.196078431372549	0.803921568627451
"434"	3816	159	"B"	167	145	3	3	1670000	220000	1450000	0.131736526946108	0.868263473053892
"435"	3816	159	"C"	106	90	3	3	1060000	160000	9e+05	0.150943396226415	0.849056603773585
"437"	3864	161	"A"	155	106	3	3	1550000	490000	1060000	0.316129032258065	0.683870967741935
"438"	3864	161	"B"	142	102	3	3	1420000	4e+05	1020000	0.28169014084507	0.71830985915493
"439"	3864	161	"C"	70	67	3	3	7e+05	30000	670000	0.0428571428571428	0.957142857142857
"440"	3864	161	"D"	96	90	3	3	960000	60000	9e+05	0.0625	0.9375
"441"	3912	163	"A"	139	135	3	3	1390000	40000	1350000	0.0287769784172662	0.971223021582734
"442"	3912	163	"B"	182	113	3	3	1820000	690000	1130000	0.379120879120879	0.620879120879121
"443"	3912	163	"C"	108	68	3	3	1080000	4e+05	680000	0.37037037037037	0.62962962962963
"445"	3960	165	"A"	145	99	3	3	1450000	460000	990000	0.317241379310345	0.682758620689655
"446"	3960	165	"B"	160	108	3	3	1600000	520000	1080000	0.325	0.675
"448"	3960	165	"D"	108	89	3	3	1080000	190000	890000	0.175925925925926	0.824074074074074
"449"	4008	167	"A"	179	140	3	3	1790000	390000	1400000	0.217877094972067	0.782122905027933
"450"	4008	167	"B"	152	123	3	3	1520000	290000	1230000	0.190789473684211	0.809210526315789
"451"	4008	167	"C"	89	80	3	3	890000	90000	8e+05	0.101123595505618	0.898876404494382
"452"	4008	167	"D"	108	96	3	3	1080000	120000	960000	0.111111111111111	0.888888888888889
"453"	4056	169	"A"	163	104	3	3	1630000	590000	1040000	0.361963190184049	0.638036809815951
"454"	4056	169	"B"	118	91	3	3	1180000	270000	910000	0.228813559322034	0.771186440677966
"455"	4056	169	"C"	111	66	3	3	1110000	450000	660000	0.405405405405405	0.594594594594595
"457"	4104	171	"A"	164	117	3	3	1640000	470000	1170000	0.286585365853659	0.713414634146341
"458"	4104	171	"B"	154	118	3	3	1540000	360000	1180000	0.233766233766234	0.766233766233766
"459"	4104	171	"C"	106	76	3	3	1060000	3e+05	760000	0.283018867924528	0.716981132075472
"461"	4152	173	"A"	145	110	3	3	1450000	350000	1100000	0.241379310344828	0.758620689655172
"462"	4152	173	"B"	168	149	3	3	1680000	190000	1490000	0.113095238095238	0.886904761904762
"463"	4152	173	"C"	117	82	3	3	1170000	350000	820000	0.299145299145299	0.700854700854701
"464"	4152	173	"D"	137	102	3	3	1370000	350000	1020000	0.255474452554745	0.744525547445255
"465"	4200	175	"A"	156	98	3	3	1560000	580000	980000	0.371794871794872	0.628205128205128
"466"	4200	175	"B"	139	100	3	3	1390000	390000	1e+06	0.280575539568345	0.719424460431655
"467"	4200	175	"C"	92	83	3	3	920000	90000	830000	0.0978260869565217	0.902173913043478
"468"	4200	175	"D"	99	86	3	3	990000	130000	860000	0.131313131313131	0.868686868686869
"469"	4248	177	"A"	137	94	3	3	1370000	430000	940000	0.313868613138686	0.686131386861314
"470"	4248	177	"B"	182	130	3	3	1820000	520000	1300000	0.285714285714286	0.714285714285714
"471"	4248	177	"C"	70	65	3	3	7e+05	50000	650000	0.0714285714285714	0.928571428571429
"472"	4248	177	"D"	100	87	3	3	1e+06	130000	870000	0.13	0.87
"473"	4296	179	"A"	123	83	3	3	1230000	4e+05	830000	0.32520325203252	0.67479674796748
"475"	4296	179	"C"	86	75	3	3	860000	110000	750000	0.127906976744186	0.872093023255814
"477"	4344	181	"A"	151	133	3	3	1510000	180000	1330000	0.119205298013245	0.880794701986755
"478"	4344	181	"B"	169	132	3	3	1690000	370000	1320000	0.218934911242604	0.781065088757396
"479"	4344	181	"C"	84	70	3	3	840000	140000	7e+05	0.166666666666667	0.833333333333333
"480"	4344	181	"D"	87	67	3	3	870000	2e+05	670000	0.229885057471264	0.770114942528736
"481"	4392	183	"A"	160	112	3	3	1600000	480000	1120000	0.3	0.7
"482"	4392	183	"B"	152	130	3	3	1520000	220000	1300000	0.144736842105263	0.855263157894737
"483"	4392	183	"C"	113	59	3	3	1130000	540000	590000	0.47787610619469	0.52212389380531
"484"	4392	183	"D"	107	77	3	3	1070000	3e+05	770000	0.280373831775701	0.719626168224299
"485"	4484	186.833333333333	"A"	135	120	3	3	1350000	150000	1200000	0.111111111111111	0.888888888888889
"486"	4484	186.833333333333	"B"	174	128	3	3	1740000	460000	1280000	0.264367816091954	0.735632183908046
"487"	4484	186.833333333333	"C"	80	69	3	3	8e+05	110000	690000	0.1375	0.8625
"489"	4532	188.833333333333	"A"	97	94	3	3	970000	30000	940000	0.0309278350515464	0.969072164948454
"490"	4532	188.833333333333	"B"	127	99	3	3	1270000	280000	990000	0.220472440944882	0.779527559055118
"491"	4532	188.833333333333	"C"	82	67	3	3	820000	150000	670000	0.182926829268293	0.817073170731707
"492"	4532	188.833333333333	"D"	94	84	3	3	940000	1e+05	840000	0.106382978723404	0.893617021276596
"493"	4580	190.833333333333	"A"	157	126	3	3	1570000	310000	1260000	0.197452229299363	0.802547770700637
"494"	4580	190.833333333333	"B"	191	116	3	3	1910000	750000	1160000	0.392670157068063	0.607329842931937
"495"	4580	190.833333333333	"C"	103	63	3	3	1030000	4e+05	630000	0.388349514563107	0.611650485436893
"496"	4580	190.833333333333	"D"	99	78	3	3	990000	210000	780000	0.212121212121212	0.787878787878788
"497"	4628	192.833333333333	"A"	173	104	3	3	1730000	690000	1040000	0.398843930635838	0.601156069364162
"498"	4628	192.833333333333	"B"	152	134	3	3	1520000	180000	1340000	0.118421052631579	0.881578947368421
"499"	4628	192.833333333333	"C"	78	72	3	3	780000	60000	720000	0.0769230769230769	0.923076923076923
"500"	4628	192.833333333333	"D"	102	79	3	3	1020000	230000	790000	0.225490196078431	0.774509803921569
"501"	4676	194.833333333333	"A"	190	121	3	3	1900000	690000	1210000	0.363157894736842	0.636842105263158
"502"	4676	194.833333333333	"B"	156	150	3	3	1560000	60000	1500000	0.0384615384615384	0.961538461538462
"504"	4676	194.833333333333	"D"	113	83	3	3	1130000	3e+05	830000	0.265486725663717	0.734513274336283
"505"	4724	196.833333333333	"A"	163	101	3	3	1630000	620000	1010000	0.380368098159509	0.619631901840491
"506"	4724	196.833333333333	"B"	189	116	3	3	1890000	730000	1160000	0.386243386243386	0.613756613756614
"507"	4724	196.833333333333	"C"	87	77	3	3	870000	1e+05	770000	0.114942528735632	0.885057471264368
"508"	4724	196.833333333333	"D"	113	73	3	3	1130000	4e+05	730000	0.353982300884956	0.646017699115044
"509"	4772	198.833333333333	"A"	92	81	3	3	920000	110000	810000	0.119565217391304	0.880434782608696
"510"	4772	198.833333333333	"B"	133	119	3	3	1330000	140000	1190000	0.105263157894737	0.894736842105263
"511"	4772	198.833333333333	"C"	73	59	3	3	730000	140000	590000	0.191780821917808	0.808219178082192
"512"	4772	198.833333333333	"D"	79	76	3	3	790000	30000	760000	0.0379746835443038	0.962025316455696
"513"	4820	200.833333333333	"A"	163	117	3	3	1630000	460000	1170000	0.282208588957055	0.717791411042945
"514"	4820	200.833333333333	"B"	155	134	3	3	1550000	210000	1340000	0.135483870967742	0.864516129032258
"516"	4820	200.833333333333	"D"	133	93	3	3	1330000	4e+05	930000	0.300751879699248	0.699248120300752
"517"	4868	202.833333333333	"A"	195	170	3	3	1950000	250000	1700000	0.128205128205128	0.871794871794872
"518"	4868	202.833333333333	"B"	209	177	3	3	2090000	320000	1770000	0.15311004784689	0.84688995215311
"519"	4868	202.833333333333	"C"	112	93	3	3	1120000	190000	930000	0.169642857142857	0.830357142857143
"520"	4868	202.833333333333	"D"	138	117	3	3	1380000	210000	1170000	0.152173913043478	0.847826086956522
"521"	4916	204.833333333333	"A"	136	131	3	3	1360000	50000	1310000	0.0367647058823529	0.963235294117647
"522"	4916	204.833333333333	"B"	161	160	3	3	1610000	10000	1600000	0.00621118012422361	0.993788819875776
"523"	4916	204.833333333333	"C"	98	83	3	3	980000	150000	830000	0.153061224489796	0.846938775510204
"524"	4916	204.833333333333	"D"	126	118	3	3	1260000	80000	1180000	0.0634920634920635	0.936507936507937
"525"	4964	206.833333333333	"A"	121	111	3	3	1210000	1e+05	1110000	0.0826446280991735	0.917355371900826
"526"	4964	206.833333333333	"B"	194	151	3	3	1940000	430000	1510000	0.221649484536082	0.778350515463918
"528"	4964	206.833333333333	"D"	102	81	3	3	1020000	210000	810000	0.205882352941177	0.794117647058823
"529"	5012	208.833333333333	"A"	174	105	3	3	1740000	690000	1050000	0.396551724137931	0.603448275862069
"530"	5012	208.833333333333	"B"	157	144	3	3	1570000	130000	1440000	0.0828025477707006	0.917197452229299
"532"	5012	208.833333333333	"D"	98	85	3	3	980000	130000	850000	0.13265306122449	0.86734693877551
"533"	5060	210.833333333333	"A"	155	126	3	3	1550000	290000	1260000	0.187096774193548	0.812903225806452
"534"	5060	210.833333333333	"B"	204	140	3	3	2040000	640000	1400000	0.313725490196078	0.686274509803922
"535"	5060	210.833333333333	"C"	101	88	3	3	1010000	130000	880000	0.128712871287129	0.871287128712871
"537"	5108	212.833333333333	"A"	155	109	3	3	1550000	460000	1090000	0.296774193548387	0.703225806451613
"538"	5108	212.833333333333	"B"	136	102	3	3	1360000	340000	1020000	0.25	0.75
"539"	5108	212.833333333333	"C"	89	85	3	3	890000	40000	850000	0.0449438202247191	0.955056179775281
"540"	5108	212.833333333333	"D"	101	81	3	3	1010000	2e+05	810000	0.198019801980198	0.801980198019802
"541"	5180	215.833333333333	"A"	152	86	3	3	1520000	660000	860000	0.434210526315789	0.565789473684211
"542"	5180	215.833333333333	"B"	157	115	3	3	1570000	420000	1150000	0.267515923566879	0.732484076433121
"543"	5180	215.833333333333	"C"	68	58	3	3	680000	1e+05	580000	0.147058823529412	0.852941176470588
"544"	5180	215.833333333333	"D"	92	74	3	3	920000	180000	740000	0.195652173913043	0.804347826086957
"545"	5228	217.833333333333	"A"	166	98	3	3	1660000	680000	980000	0.409638554216867	0.590361445783133
"546"	5228	217.833333333333	"B"	124	108	3	3	1240000	160000	1080000	0.129032258064516	0.870967741935484
"547"	5228	217.833333333333	"C"	67	58	3	3	670000	90000	580000	0.134328358208955	0.865671641791045
"548"	5228	217.833333333333	"D"	79	73	3	3	790000	60000	730000	0.0759493670886076	0.924050632911392
"549"	5276	219.833333333333	"A"	158	103	3	3	1580000	550000	1030000	0.348101265822785	0.651898734177215
"550"	5276	219.833333333333	"B"	171	134	3	3	1710000	370000	1340000	0.216374269005848	0.783625730994152
"551"	5276	219.833333333333	"C"	94	83	3	3	940000	110000	830000	0.117021276595745	0.882978723404255
"552"	5276	219.833333333333	"D"	116	93	3	3	1160000	230000	930000	0.198275862068966	0.801724137931034
"553"	5324	221.833333333333	"A"	145	97	3	3	1450000	480000	970000	0.331034482758621	0.668965517241379
"554"	5324	221.833333333333	"B"	135	119	3	3	1350000	160000	1190000	0.118518518518518	0.881481481481482
"555"	5324	221.833333333333	"C"	71	67	3	3	710000	40000	670000	0.0563380281690141	0.943661971830986
"556"	5324	221.833333333333	"D"	113	83	3	3	1130000	3e+05	830000	0.265486725663717	0.734513274336283
"557"	5372	223.833333333333	"A"	123	93	3	3	1230000	3e+05	930000	0.24390243902439	0.75609756097561
"559"	5372	223.833333333333	"C"	97	71	3	3	970000	260000	710000	0.268041237113402	0.731958762886598
"560"	5372	223.833333333333	"D"	112	92	3	3	1120000	2e+05	920000	0.178571428571429	0.821428571428571
"561"	5420	225.833333333333	"A"	171	108	3	3	1710000	630000	1080000	0.368421052631579	0.631578947368421
"562"	5420	225.833333333333	"B"	158	125	3	3	1580000	330000	1250000	0.208860759493671	0.791139240506329
"563"	5420	225.833333333333	"C"	82	58	3	3	820000	240000	580000	0.292682926829268	0.707317073170732
"564"	5420	225.833333333333	"D"	127	80	3	3	1270000	470000	8e+05	0.37007874015748	0.62992125984252
"565"	5468	227.833333333333	"A"	133	107	3	3	1330000	260000	1070000	0.195488721804511	0.804511278195489
"566"	5468	227.833333333333	"B"	155	134	3	3	1550000	210000	1340000	0.135483870967742	0.864516129032258
"567"	5468	227.833333333333	"C"	110	75	3	3	1100000	350000	750000	0.318181818181818	0.681818181818182
"568"	5468	227.833333333333	"D"	129	88	3	3	1290000	410000	880000	0.317829457364341	0.682170542635659
