"time"	"s.est"	"s.lower"	"s.upper"	"v.est"	"v.lower"	"v.upper"
0	14.3213468760667	1.714821359849	35.7114773962852	27985.7134391932	27960.1888018646	28005.9734954565
0.5	14.860810538348	1.9533728491824	34.8837451451933	20985.1354879213	20960.9981279232	21005.9822325369
1	15.1734442137309	2.0592404501506	35.3841118738429	8984.8489833009	8960.70965965199	9005.42162330421
1.5	14.841750030437	1.87183028342363	37.0689630988228	2285.17070220762	2259.39618962024	2305.77817748723
2	17.2276072816614	2.33205255579531	41.3367998071049	1282.80616720685	1254.96248080913	1304.37775547866
2.5	16.8484161334443	2.3178923952587	41.7787756337186	2183.11345582982	2153.67363331474	2204.71896747687
3	23.0118365388028	4.1109707388013	47.0326987601949	1276.87220818133	1249.43019343243	1301.06680859037
3.5	23.8639527319594	4.19562046053369	51.3195622072966	1676.05601881968	1645.7322984155	1700.28949147631
4	29.6515790310178	6.04416464152242	60.1889996667825	1270.34316617699	1237.06483752713	1298.0729883285
4.5	31.2441125176425	6.82569812197463	59.5889796786001	968.726762346712	937.206289324665	996.844977879478
5	44.9521417439919	14.4403228221556	77.5266024828538	754.980126126243	719.462572566107	789.045265179815
5.5	46.619956231755	18.3498668607521	75.6784595345536	573.21838241283	541.004502745364	604.267296297055
6	48.8307973977796	20.3301586730768	80.2387242911239	651.113343074185	616.676445762023	682.883293336714
6.5	53.065380202522	22.5930086568835	86.8521891905666	456.801199513266	420.738864751669	490.2875558003
7	45.1851313586406	14.9720811293099	77.5371980354654	344.706440559717	309.617043938237	377.261232996241
7.5	58.1588788922081	25.3052452815082	89.5394236884958	211.720984839415	176.759889360893	247.119706123736
8	51.0978118207009	20.3426675754232	81.7167626059613	288.693551611224	254.634792288379	322.134722387595
8.5	69.7227076471951	37.6524049608758	100.370635023936	230.081360683516	195.607396203522	264.605178229299
9	73.2971301239815	39.685079339835	107.463852503912	49.6171287718644	8.85295515635201	86.2166482440592
10	76.8551559164209	58.777776968988	93.4236359812047	20.7961909145385	6.21834104166251	40.2843908232964
11	80.5307382190586	62.5968722681022	97.3862487914984	19.5837501613848	5.61844370447865	38.1401066418885
12	88.238002694075	67.2140361654665	106.936856183692	26.8593976562246	8.53495193898876	49.6434841624856
12.5	118.328949709869	97.1084863203205	137.530958280636	25.2332184002726	7.4569406946972	47.3109908177959
13	89.4948650636649	72.2367044200604	107.24480144441	16.3150236140179	4.20237384963317	33.68809611006
13.5	113.206630571256	88.0115791561836	139.37989345016	65.7009648745507	37.907746656077	93.9730595398136
14	114.039674800969	93.336406752272	133.271750383365	25.4631664168795	7.96679698329142	46.8898873307379
14.5	100.154195941671	77.1376435430992	122.787223953551	40.1322016002323	16.5209582525064	66.4573181369269
15	92.2710663408145	73.5534723203224	109.450551445384	20.5530221884719	5.82353074634001	40.3265410871293
15.5	118.383384129628	97.288651478569	137.474220257065	24.4351725729232	7.5505773268344	46.2436450161639
16	124.803357796592	99.6743223041633	148.797630114098	47.9620569514721	22.3382093603688	75.5227824428938
16.5	118.5857835769	99.0284367930996	137.376041230319	20.6701516386067	5.78400338986404	40.6175610004908
17	118.801634836658	98.0418557014115	137.066505452531	22.5648787083091	6.68920000714059	44.0366597359488
17.5	113.783264455827	89.0379644386397	138.493812852895	61.325625368851	34.0838646064333	88.8976710186134
18	125.913551286807	99.4579328405205	153.622960654729	71.7476643218196	41.7583080857165	101.183788548963
19	118.482505254381	92.5379302345318	145.033696291558	64.4679302653292	35.2633348037227	92.8299944787437
20	118.915284184781	91.6258364744862	145.351610829172	64.0194208281218	35.6554870648375	94.665279630229
21	147.813564479754	121.296700612125	173.315758430469	56.4182640823983	29.2272029327725	85.2872493426372
22	114.00872537753	88.3899834196445	140.516129195403	69.8039093430496	40.7841636261742	98.5200774695458
23	109.968629789303	88.1864535430503	130.343204776975	32.34564176701	11.7632853476632	55.6506724507929
25	111.921526190687	87.5183276930095	137.553014227777	59.2527157041288	31.0696811355047	86.4650008729447
26	115.827731656798	90.1513563301509	142.856232814599	65.1984124298504	36.6144039876149	93.8246531041145
27	130.908672905797	103.446830213424	157.599007363434	62.2755061644683	33.5389142718732	92.1614172189662
28	104.905259878136	80.0334302357483	129.951480666268	52.5458097920313	25.7466547606048	79.7966039020901
29	128.640598655836	105.901087967172	150.256543112211	31.7318759582358	10.51538791471	56.0473111050835
31	125.008342157495	101.050231237794	146.510693332458	35.7971078980916	13.9515221052285	61.7825835177459
32.5833333333333	125.787311020009	100.930343901056	147.999333654676	38.7576608386028	15.8400932181288	65.2711229825713
35	126.335335332473	103.222514962665	146.837073400931	31.1300231607189	11.0224918450637	55.7086640187042
37	124.976709687525	106.040383194509	145.222175458556	14.9674332110632	3.72639560974534	31.9709701685392
39	138.43882040339	109.674475999231	164.198670781408	52.1352540045135	24.5076541796322	83.082871494626
41	109.69072389014	88.892971626303	128.130110382319	25.6449966354465	8.13244726414561	47.6461506894142
43	127.19699300338	108.02938606323	146.822739228272	16.0002139571812	4.03472738731854	34.2008324704525
45	114.756691159171	94.5454561694323	133.40149054781	23.4021618769462	7.24860748772364	44.21797867671
47	140.757011541269	118.282870503006	160.966908877727	25.9665443429902	7.57361248485123	49.2414956160874
49	136.710558746605	111.593229716485	161.434859078041	37.8377905934003	13.0001528062378	64.5489228084143
51	106.417438231017	84.4901062436176	126.223493582061	28.4833431340444	9.33355033272742	52.0116054107439
53	117.813721134741	93.9473855199448	139.044756992704	35.967456944466	14.0101346094728	61.5704007330445
55	119.721431017178	100.80705215786	140.629383124779	14.0754317601259	3.48577533448659	30.230549921219
57	127.008417693622	101.85145830609	150.174188993633	39.3644233469962	15.3808951621152	66.3016898551886
59	136.431529271414	114.469625879263	154.72944920438	22.6119098617969	6.51761673996464	45.4155290030331
61	145.735369517024	119.663951226214	170.631737495031	47.8815566805065	21.9222750285419	76.1857963334522
63	130.048403477132	106.410686125297	151.108198429163	30.5173511304552	10.0029227445189	55.113582655139
65	117.389521408896	93.3670118167171	140.963792408971	47.414063214858	22.0553764319045	73.9229165731567
67	121.52955387444	95.4238032413216	147.348859818052	57.7418239226555	30.2855267412393	86.4857993797237
69	124.784885839865	102.454092759716	145.895123093525	34.1867455232725	12.8137037239633	58.1099424276755
71	128.374964805257	104.012268604821	151.186481728878	37.0947107537274	13.825942108002	63.5315856340868
73	103.668908969169	81.6726154263701	124.449003622188	34.1532987590008	13.2482694583238	58.2360975223843
75	127.653222139919	105.033008820603	147.858904957358	27.6804134269027	8.54613676828165	51.1278723795278
77	111.412492981595	90.201024895917	129.86442178322	23.5806886911165	6.85446866607772	45.7576982237464
79	114.419442332553	91.3744209044801	136.013188012385	32.6588331696168	10.9210423101528	57.4747033898981
81	118.905485491673	97.3551137326826	137.637997700634	23.242788939078	6.7656060095629	45.5002926533731
83	115.328101252746	88.699048887828	139.48322506023	43.731993129652	18.6093162518063	72.7507375242231
85	113.674810939723	90.4813500727416	136.293210938139	36.0553735182136	13.0823058326852	61.3174906678041
87	155.762095306939	127.613596177941	182.308228390086	54.650861978011	26.9809015160471	85.2595809190289
89	114.677210867786	91.6461683950756	134.725920118706	29.0067832150147	9.67313564567478	53.5525400298489
91	145.347937907403	123.59004480829	164.230858284036	22.2505203386207	6.20041016081589	44.5926927036478
93	132.157201570389	108.997913567347	151.301189029903	26.3229149171164	8.26018580431227	50.0143619831261
95	117.266382907035	99.5987847192654	138.734963813264	13.135166837205	3.27978516423331	28.4461566115159
97	123.250891498763	98.5141254633218	146.910718109834	43.8435191031318	19.1320595600472	71.1771201821519
99	124.258625069591	99.4609526170223	147.36492614591	39.9882806477045	16.2574207740471	66.8508104679633
101	156.262021069231	131.825201991495	178.271068864818	32.9969520201524	11.0400856672517	58.7911675340603
103	111.65236663578	90.7075124378866	131.026682713649	26.67248398316	8.38327979899083	49.0787495226107
105	120.097083914719	95.536658822793	144.575219308309	50.4515354755583	24.3892727357148	77.9598858577749
107	118.44625673469	94.0641100025325	141.988734605449	38.9756583604534	14.9200370389482	65.455933907972
109	113.992373576864	92.6221610167888	133.590972832698	28.0832473250825	9.31377711010177	50.7022983272632
111	117.548206967436	97.8506374812829	135.436985727828	19.664859466401	5.72669601533474	39.5730102443007
113	114.891363821508	95.3470054784245	133.346520786156	18.8915018668679	5.03677323939131	38.6013248195223
115	124.177505443008	104.405142133931	143.122831128039	18.0631888359295	4.88800180691747	36.9684722218793
117	110.450957803053	87.8829101636071	132.174720924035	34.4185011225325	12.6654532151054	59.2923242685807
119	106.869454590699	87.7609939731213	124.876967317106	20.2658591543068	5.6172153924344	39.6070191019924
121	114.5814785287	92.7245568876628	133.372020985853	24.3440818149627	7.19970650431761	47.2014503308149
123	112.05655614225	89.2468874139497	133.429351544607	35.6512255738765	13.8297815498683	60.8428918112435
125	138.653175775544	112.078423021634	163.129550261503	42.5267266989775	17.3847557462521	71.0332815014005
127	122.524440802956	97.500389263095	148.029295824721	43.4637538347154	17.7098977618613	70.8912242649188
129	115.246787974204	90.9502788181911	137.341301802222	34.6384626503602	12.2614844063605	60.7767517894775
131	120.416061196639	95.5992088497659	143.638063165683	42.7129035836392	18.286249638503	69.7559166500165
133	120.490496345275	93.1376805462232	147.965705004038	76.1606389223763	45.6167659878519	106.265632022168
135	139.36467922421	114.466213889614	161.527551084515	33.6322751063472	11.3960401695879	59.9635682726917
137	118.030559666344	93.2280479188588	143.579965579426	52.3833735915729	25.1463201720654	79.972138702683
139	105.372727819598	82.4257046393722	128.644231839678	44.5696243226061	19.2522718569058	70.2840008283445
141	94.7017002002187	70.7582324111336	118.554243950464	46.1547723514587	21.1127737241055	72.7676918530027
143	106.202688074264	81.4642802523275	127.542253209123	33.03641703822	11.8480364693624	59.8728222223417
145	113.62308152268	92.4341996218644	132.146323424083	24.2145315501432	7.30388865926701	46.2915265875018
147	116.248060550125	92.367230089533	140.471651921131	43.8764455191095	18.9338867091331	70.2840779731604
149	112.754281028579	90.4000733997457	134.045265049837	33.3432049419898	11.8772731426317	57.4898030713033
151	140.27119858362	115.520570866027	163.744488702739	39.1902731415984	15.350159834816	66.1751486092207
153	104.854675364174	84.9701324660112	122.864717979826	23.1611596439273	6.95493461835474	43.6994150303859
155	142.447051030208	116.14874213625	170.030005747353	72.3696823958148	41.7848894639574	101.481614622261
157	131.184977324758	105.428462025045	156.872536836483	54.1978530487481	26.4267774421046	82.3630616982111
159	136.887909526937	113.02956225777	158.061849251911	30.6824208776933	10.1530291977402	55.1053532494037
161	107.454946176415	84.1891098854649	129.555767946314	34.532614318111	12.2352454692839	60.3120786279745
163	121.62505975713	95.8382530196125	148.07562257119	58.6002854513729	29.8706014603398	86.7383309076467
165	115.690765394937	90.9850352645943	138.915189583105	43.2854952730263	18.7930341305563	70.5002232552247
167	120.34141214786	96.0976798134218	141.425508048019	32.0539248279192	11.244950074005	57.8194223777865
169	94.382881325768	73.7535792447324	112.520010118873	25.1486248438425	7.95149672877107	47.3746647873035
171	119.253282988004	95.5875334719314	141.194126094849	34.7234851435501	12.8217764127775	60.3630777320704
173	138.990633260275	115.389919210172	160.068459553862	29.8271740640815	9.45371104829005	54.4464749016284
175	105.787067228584	83.2637230003908	126.570518806324	33.3349994907346	12.2822588622012	57.9116104517223
177	134.604675198134	109.033665416681	159.390057769042	46.174285003988	20.4773888253506	74.2546635978079
179	130.236562591411	109.172388503908	149.305579292001	18.1033438864797	4.74406693555665	37.7565515840163
